12/01/2018 03:42,,,,
Código,Descrição,Início de Vigência,Fim de Vigência,Classe Mercadoria Perigosa
1829,TRIÓXIDO DE ENXOFRE ESTABILIZADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1830,ÁCIDO SULFÚRICO CONTENDO MAIS DE 51% DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1831,ÁCIDO SULFÚRICO FUMANTE (ÓLEUM),2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1832,ÁCIDO SULFÚRICO RESIDUAL,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1833,ÁCIDO SULFUROSO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1834,CLORETO DE SULFURILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1835,HIDRÓXIDO DE TETRAMETILAMÓNIO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1836,CLORETO DE TIONILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1837,CLORETO DE TIOFOSFORILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1838,TETRACLORETO DE TITÂNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1839,ÁCIDO TRICLOROACÉTICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1840,CLORETO DE ZINCO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1841,ACETALDEÍDO DE AMONÍACO,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
1843,"DINITRO-O-CRESATO DE AMÓNIO, SÓLIDO",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1845,"DIÓXIDO DE CARBONO SÓLIDO (ANIDRIDO CARBÓNICO, NEVE CARBÓNICA)",2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
1846,TETRACLORETO DE CARBONO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1847,SULFURETO DE POTÁSSIO HIDRATADO CONTENDO PELO MENOS 30%DE ÁGUA DE CRISTALIZAÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1848,ÁCIDO PROPIÓNICO CONTENDO PELO MENOS 10% MAS MENOS DE 90%(MASSA) DE ÁCIDO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1849,SULFURETO DE SÓDIO HIDRATADO CONTENDO PELO MENOS 30% DEÁGUA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1851,"MEDICAMENTO LÍQUIDO TÓXICO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
1854,LIGAS PIROFÓRICAS DE BÁRIO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1855,CÁLCIO PIROFÓRICO OU LIGAS PIROFÓRICAS DE CÁLCIO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1856,TRAPOS OLEOSOS,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1857,RESÍDUOS TÊXTEIS MOLHADOS,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
1858,HEXAFLUORPROPILENO (GÁS REFRIGERANTE R 1216),2014-09-01,-,2 - GASES
1859,TETRAFLUORETO DE SILÍCIO,2014-09-01,-,2 - GASES
1860,FLUORETO DE VINILO ESTABILIZADO,2014-09-01,-,2 - GASES
1862,CROTONATO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1863,CARBURANTE DE AVIAÇÃO PARA MOTORES DE TURBINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1865,NITRATO DE N-PROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1866,"RESINA EM SOLUÇÃO, INFLAMÁVEL",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1868,DECABORANO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1869,"MAGNÉSIO OU LIGAS DE MAGNÉSIO, CONTENDO MAIS DE 50% DEMAGNÉSIO, SOB FORMA DE GRANULADOS, ",2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1870,BOROHIDRETO DE POTÁSSIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
1871,HIDRETO DE TITÂNIO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
1872,DIÓXIDO DE CHUMBO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1873,ÁCIDO PERCLÓRICO CONTENDO MAIS DE 50% (MASSA) MAS NO MÁXIMO72% (MASSA) DE ÁCIDO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
1884,ÓXIDO DE BÁRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1885,BENZIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1886,CLORETO DE BENZILIDENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1887,BROMOCLOROMETANO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1888,CLOROFÓRMIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1889,BROMETO DE CIANOGÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1891,BROMETO DE ETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1892,ETILDICLOROARSINO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1894,HIDRÓXIDO DE FENILMERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1895,NITRATO DE FENILMERCÚRIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1897,TETRACLOROETILENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
1898,IODETO DE ACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1902,FOSFATO ÁCIDO DE DIISOOCTILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1903,"DESINFECTANTE LÍQUIDO CORROSIVO, N.S.A.",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1905,ÁCIDO SELÉNICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1906,ÁCIDO RESIDUAL DE REFINAÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1907,CAL SODADA CONTENDO MAIS DE 4% DE HIDRÓXIDO DE SÓDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1908,CLORITO EM SOLUÇÃO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1910,ÓXIDO DE CÁLCIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
1911,DIBORANO,2014-09-01,-,2 - GASES
1912,CLORETO DE METILO E CLORETO DE METILENO EM MISTURA,2014-09-01,-,2 - GASES
1913,NÉON LÍQUIDO REFRIGERADO,2014-09-01,-,2 - GASES
1914,PROPIONATOS DE BUTILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1915,CICLOHEXANONA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
1950,AEROSSÓIS,2016-09-30,-,2 - GASES
1987,ÁLCOOL N.O.S,2017-08-24,-,3 - LÍQUIDOS INFLAMÁVEIS
1993,"LÍQUIDO INFLAMÁVEL, N.S.A.",2015-09-11,-,3 - LÍQUIDOS INFLAMÁVEIS
2053,METIL ISOBUTIL CARBINOL,2017-08-24,-,3 - LÍQUIDOS INFLAMÁVEIS
2270,ETILAMINA EM SOLUÇÃO AQUOSA CONTENDO PELO MENOS 50% MASNO MÁXIMO 70% (MASSA) DE ETILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2271,ETILAMILCETONAS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2272,N-ETILANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2273,ETIL-2-ANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2274,N-ETIL N-BENZILANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2275,ETIL-2 BUTANOL,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2276,ETIL-2 HEXILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2277,METACRILATO DE ETILO ESTABILIZADO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2278,N-HEPTENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2279,HEXACLOROBUTADIENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2280,HEXAMETILENODIAMINA SÓLIDA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2281,DIISOCIANATO DE HEXAMETILENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2282,HEXANÓIS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2283,METACRILATO DE ISOBUTILO ESTABILIZADO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2284,ISOBUTIRONITRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2285,FLUORETOS DE ISOCIANATOBENZILIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2286,PENTAMETILHEPTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2287,ISOHEPTENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2288,ISOHEXENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2289,ISOFORONODIAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2290,DIISOCIANATO DE ISOFORONA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2291,"COMPOSTO SOLÚVEL DE CHUMBO, N.S.A.",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2293,METÓXI-4 METIL-4 PENTANONA-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2294,N-METILANILINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2295,CLOROACETATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2296,METILCICLOHEXANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2297,METILCICLOHEXANONA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2298,METILCICLOPENTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2299,DICLOROACETATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2300,METIL-2 ETIL-5 PIRIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2301,METIL-2 FURANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2302,METIL-5 HEXANONA-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2303,ISOPROPENILBENZENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2304,NAFTALENO FUNDIDO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2305,ÁCIDO NITROBENZENOSSULFÓNICO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2306,"FLUORETOS DE NITROBENZILIDINA, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2307,FLUORETO DE NITRO-3 CLORO-4 BENZILIDINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2308,"HIDROGENOSSULFATO DE NITROSILO, LÍQUIDO",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2309,OCTADIENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2310,"PENTANODIONA-2,4",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2311,FENETIDINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2312,FENOL FUNDIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2313,PICOLINAS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2315,DIFENILOS POLICLORADOS LÍQUIDOS,2014-09-01,-,9 - MATÉRIAS E OBJETOS PERIGOSOS DIVERSOS
2316,CUPROCIANETO DE SÓDIO SÓLIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2317,CUPROCIANETO DE SÓDIO EM SOLUÇÃO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2318,HIDROGENOSSULFURETO DE SÓDIO COM MENOS DE 25% DE ÁGUADE CRISTALIZAÇÃO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2319,"HIDROCARBONETOS TERPÉNICOS, N.S.A.",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2320,TETRAETILENOPENTAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2321,TRICLOROBENZENOS LÍQUIDOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2322,TRICLOROBUTENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2323,FOSFITO DE TRIETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2324,TRIISOBUTILENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2325,"TRIMETIL-1,3,5 BENZENO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2326,TRIMETILCICLOHEXILAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2327,TRIMETILHEXAMETILENODIAMINAS,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2328,DIISOCIANATO DE TRIMETILHEXAMETILENO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2329,FOSFITO DE TRIMETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2330,UNDECANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2331,CLORETO DE ZINCO ANIDRO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2332,ACETALDOXIMA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2333,ACETATO DE ALILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2334,ALILAMINA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2335,ÉTER ALILETÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2336,FORMIATO DE ALILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2337,MERCAPTANO FENÍLICO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2338,FLUORETO DE BENZILIDINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2339,BROMO-2 BUTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2340,ÉTER BROMO-2 ETILETÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2341,BROMO-1 METIL-3 BUTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2342,BROMOMETILPROPANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2343,BROMO-2 PENTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2344,BROMOPROPANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2345,BROMO-3 PROPINO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2346,BUTANODIONA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2347,MERCAPTANO BUTÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2348,"ACRILATOS DE BUTILO, ESTABILIZADOS",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2350,ÉTER BUTILMETÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2351,NITRITOS DE BUTILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2352,ÉTER BUTILVINÍLICO ESTABILIZADO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2353,CLORETO DE BUTIRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2354,ÉTER CLOROMETILETÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2356,CLORO-2 PROPANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2357,CICLOHEXILAMINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2358,CICLOOCTATETRAENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2359,DIALILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2360,ÉTER DIALÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2361,DIISOBUTILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2362,"DICLORO-1,1 ETANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2363,MERCAPTANO ETÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2364,N-PROPILBENZENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2366,CARBONATO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2367,ALFA-METILVALERALDEÍDO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2368,ALFA-PINENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2370,HEXENO-1,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2371,ISOPENTENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2372,"BIS (DIMETILAMINO)-1,2 ETANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2373,DIETOXIMETANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2374,"DIETÓXI-3,3 PROPENO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2375,SULFURETO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2376,"DIHIDRO-2,3 PIRANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2377,"DIMETÓXI-1,1 ETANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2378,DIMETILAMINOACETONITRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2379,"DIMETIL-1,3 BUTILAMINA",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2380,DIMETILDIETOXISSILANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2381,DISSULFURETO DE DIMETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2382,DIMETILHIDRAZINA SIMÉTRICA,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2383,DIPROPILAMINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2384,ÉTER DI-N-PROPÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2385,ISOBUTIRATO DE ETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2386,ETIL-1 PIPERIDINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2387,FLUORBENZENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2388,FLUORTOLUENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2389,FURANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2390,IODO-2 BUTANO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2391,IODOMETILPROPANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2392,IODOPROPANOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2393,FORMIATO DE ISOBUTILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2394,PROPIONATO DE ISOBUTILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2395,CLORETO DE ISOBUTIRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2396,METILACROLEÍNA ESTABILIZADA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2397,METIL-3 BUTANONA-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2398,ÉTER METIL TERT-BUTÍLICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2399,METIL-1 PIPERIDINA,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2400,ISOVALERATO DE METILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2401,PIPERIDINA,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2402,PROPANOTIÓIS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2403,ACETATO DE ISOPROPENILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2404,PROPIONITRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2405,BUTIRATO DE ISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2406,ISOBUTIRATO DE ISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2407,CLOROFORMIATO DE ISOPROPILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2409,PROPIONATO DE ISOPROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2410,"TETRAHIDRO-1,2,3,6 PIRIDINA",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2411,BUTIRONITRILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2412,TETRAHIDROTIOFENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2413,ORTOTITANATO DE PROPILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2414,TIOFENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2416,BORATO DE TRIMETILO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2417,FLUORETO DE CARBONILO,2014-09-01,-,2 - GASES
2418,TETRAFLUORETO DE ENXOFRE,2014-09-01,-,2 - GASES
2419,BROMOTRIFLUORETILENO,2014-09-01,-,2 - GASES
2420,HEXAFLUORACETONA,2014-09-01,-,2 - GASES
2421,TRIÓXIDO DE AZOTO,2014-09-01,-,2 - GASES
2422,OCTAFLUORBUTENO-2 (GÁS REFRIGERANTE R 1318),2014-09-01,-,2 - GASES
2424,OCTAFLUORPROPANO (GÁS REFRIGERANTE R 218),2014-09-01,-,2 - GASES
2426,"NITRATO DE AMÓNIO LÍQUIDO, SOLUÇÃO QUENTE CONCENTRADA A MAISDE 80% MAS NO MÁXIMO A 93%",2014-09-01,-,51 - MATÉRIAS COMBURENTES
2427,CLORATO DE POTÁSSIO EM SOLUÇÃO AQUOSA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2428,CLORATO DE SÓDIO EM SOLUÇÃO AQUOSA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2429,CLORATO DE CÁLCIO EM SOLUÇÃO AQUOSA,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2430,"ALQUILFENÓIS SÓLIDOS, N.S.A. (INCLUINDO OS HOMÓLOGOS C2 A C12)",2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2431,ANISIDINAS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2432,"N,N-DIETILANILINA",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2433,"CLORONITROTOLUENOS, LÍQUIDOS",2014-09-01,-,61 - MATÉRIAS TÓXICAS
2434,DIBENZILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2435,ETILFENILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2436,ÁCIDO TIOACÉTICO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2437,METILFENILDICLOROSSILANO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2438,CLORETO DE TRIMETILACETILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2439,HIDROGENODIFLUORETO DE SÓDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2440,CLORETO DE ESTANHO IV PENTAHIDRATADO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2441,"TRICLORETO DE TITÂNIO PIROFÓRICO OU TRICLORETO DETITÂNIO EM MISTURA, PIROFÓRICO",2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2442,CLORETO DE TRICLOROACETILO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2443,OXITRICLORETO DE VANÁDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2444,TETRACLORETO DE VANÁDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2446,NITROCRESÓIS SÓLIDOS,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2447,FÓSFORO BRANCO FUNDIDO,2014-09-01,-,42 - MATÉRIAS SUJEITAS A INFLAMAÇÃO ESPONTÂNEA
2448,ENXOFRE FUNDIDO,2014-09-01,-,"41 - MATÉRIAS SÓLIDAS INFLAMÁVEIS, MATÉRIAS AUTO-REATIVAS E MATÉRIAS EXPLOSIVAS"
2451,TRIFLUORETO DE AZOTO,2014-09-01,-,2 - GASES
2452,ETILACETILENO ESTABILIZADO,2014-09-01,-,2 - GASES
2453,FLUORETO DE ETILO (GÁS REFRIGERANTE R 161),2014-09-01,-,2 - GASES
2454,FLUORETO DE METILO (GÁS REFRIGERANTE R 41),2014-09-01,-,2 - GASES
2455,NITRITO DE METILO,2014-09-01,-,2 - GASES
2456,CLORO-2 PROPENO,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2457,"DIMETIL-2,3 BUTANO",2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2458,HEXADIENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2459,METIL-2 BUTENO-1,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2460,METIL-2 BUTENO-2,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2461,METILPENTADIENOS,2014-09-01,-,3 - LÍQUIDOS INFLAMÁVEIS
2463,HIDRETO DE ALUMÍNIO,2014-09-01,-,"43 - MATÉRIAS QUE, EM CONTATO COM ÁGUA, LIBERTAM GASES INFLAMÁVEIS"
2464,NITRATO DE BERÍLIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2465,ÁCIDO DICLOROISOCIANÚRICO SECO OU SAIS DO ÁCIDODICLOROISOCIANÚRICO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2466,SUPERÓXIDO DE POTÁSSIO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2468,ÁCIDO TRICLOROISOCIANÚRICO SECO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2469,BROMATO DE ZINCO,2014-09-01,-,51 - MATÉRIAS COMBURENTES
2470,FENILACETONITRILO LÍQUIDO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2471,TETRÓXIDO DE ÓSMIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2473,ARSANILATO DE SÓDIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2474,TIOFOSGÉNIO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
2475,TRICLORETO DE VANÁDIO,2014-09-01,-,8 - MATÉRIAS CORROSIVAS
2477,ISOTIOCIANATO DE METILO,2014-09-01,-,61 - MATÉRIAS TÓXICAS
