12/01/2018 03:42,,
Código,,Descrição
48045,- Outros papéis e cartões Kraft de peso igual ou superior a 225 g/m2:
4805,"Outros papéis e cartões, não revestidos, em rolos ou em folhas, não tendo sofrido trabalho complementar nem tratamentos, exceto os especificados na Nota 3 do presente Capítulo."
48051,- Papel para ondular:
48052,- Testliner (fibras recicladas):
48059,- Outros:
4806,"Papel-pergaminho e cartão-pergaminho (sulfurizados), papel impermeável a gorduras, papel vegetal, papel cristal e outros papéis calandradostransparentes ou translúcidos, em rolos ou em folhas."
4808,"Papel e cartão ondulados (mesmo recobertos por colagem), encrespados,plissados, gofrados, estampados ou perfurados, em rolos ou em folhas,exceto o papel dos tipos descritos no texto da posição 48.03."
4809,"Papel-carbono, papel autocopiativo e outros papéis para cópia ou duplicação (incluindo os papéis, revestidos ou impregnados, para estênceisou para chapas ofsete), mesmo impressos, em rolos ou em folhas."
4810,"Papel e cartão revestidos de caulim (caulino) ou de outras substâncias inorgânicas numa ou nas duas faces, com ou sem aglutinantes, sem qualquer outro revestimento, mesmo coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas"
48101,"- Papel e cartão dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras não seja superior a 10 %, em peso, do conteúdo total de fibr"
48102,"- Papel e cartão dos tipos utilizados para escrita, impressão ou outras finalidades gráficas, em que mais de 10 %, em peso, do conteúdo total de fibras seja constituído por fibras obtidas por processo mecânicoou químico-mecânico:"
48103,"- Papel e cartão Kraft, exceto dos tipos utilizados para escrita, impressão ou outras finalidades gráficas:"
48109,- Outros papéis e cartões:
4811,"Papel, cartão, pasta (ouate) de celulose e mantas de fibras de celulose, revestidos, impregnados, recobertos, coloridos à superfície, decorados à superfície ou impressos, em rolos ou em folhas de forma quadrada ou retangular, de quaisquer formato ou dim"
48114,- Papel e cartão gomados ou adesivos:
48115,"- Papel e cartão revestidos, impregnados ou recobertos de plástico (exceto os adesivos):"
4813,"Papel para cigarros, mesmo cortado nas dimensões próprias, em cadernos ou em tubos."
4814,Papel de parede e revestimentos de parede semelhantes; papel para vitrais.
4816,"Papel-carbono, papel autocopiativo e outros papéis para cópia ou duplicação (exceto da posição 48.09), estênceis completos e chapas ofsete,de papel, mesmo acondicionados em caixas."
4817,"Envelopes, aerogramas, bilhetes-postais não ilustrados e cartões paracorrespondência, de papel ou cartão; caixas, sacos e semelhantes, de papel ou cartão, que contenham um sortido de artigos para correspondência."
4818,"Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de d"
4819,"Caixas, sacos, bolsas, cartuchos e outras embalagens, de papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose; cartonagens para escritórios, lojas e estabelecimentos semelhantes."
4820,"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigossemelhantes, cadernos, pastas para documentos, classificadores, capaspara encadernação (de folhas soltas ou outras"
4821,"Etiquetas de qualquer espécie, de papel ou cartão, impressas ou não."
4822,"Carreteis, bobinas, canelas e suportes semelhantes, de pasta de papel, papel ou cartão, mesmo perfurados ou endurecidos."
4823,"Outros papéis, cartões, pasta (ouate) de celulose e mantas de fibras de celulose, cortados em forma própria; outras obras de pasta de papel, papel, cartão, pasta (ouate) de celulose ou de mantas de fibras de celulose."
48236,"- Bandejas, travessas, pratos, xícaras (chávenas), taças, copos e artigos semelhantes, de papel ou cartão:"
49,"Livros, jornais, gravuras e outros produtos das indústrias gráficas; textos manuscritos ou datilografados, planos e plantas"
4901,"Livros, brochuras e impressos semelhantes, mesmo em folhas soltas."
49019,- Outros:
4902,"Jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade."
4905,"Obras cartográficas de qualquer espécie, incluindo as cartas murais, as plantas topográficas e os globos, impressos."
49059,- Outros:
4908,Decalcomanias de qualquer espécie.
4911,"Outros impressos, incluindo as estampas, gravuras e fotografias."
49119,- Outros:
50,Seda
5007,Tecidos de seda ou de desperdícios de seda.
51,"Lã, pelos finos ou grosseiros; fios e tecidos de crina"
5101,Lã não cardada nem penteada.
51011,"- Lã suja, incluindo a lã lavada a dorso:"
51012,"- Desengordurada, não carbonizada:"
5102,"Pelos finos ou grosseiros, não cardados nem penteados."
51021,- Pelos finos:
5103,"Desperdícios de lã ou de pelos finos ou grosseiros, incluindo os desperdícios de fios e excluindo os fiapos."
5105,"Lã, pelos finos ou grosseiros, cardados ou penteados (incluindo a ""lãpenteada a granel"")."
51052,- Lã penteada:
51053,"- Pelos finos, cardados ou penteados:"
5106,"Fios de lã cardada, não acondicionados para venda a retalho."
5107,"Fios de lã penteada, não acondicionados para venda a retalho."
5108,"Fios de pelos finos, cardados ou penteados, não acondicionados para venda a retalho."
5109,"Fios de lã ou de pelos finos, acondicionados para venda a retalho."
5111,Tecidos de lã cardada ou de pelos finos cardados.
51111,"- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos:"
5112,Tecidos de lã penteada ou de pelos finos penteados.
51121,"- Que contenham pelo menos 85 %, em peso, de lã ou de pelos finos:"
52,Algodão
5202,Desperdícios de algodão (incluindo os desperdícios de fios e os fiapos).
52029,- Outros:
5204,"Linhas para costurar, de algodão, mesmo acondicionadas para venda a retalho."
52041,- Não acondicionadas para venda a retalho:
5205,"Fios de algodão (exceto linhas para costurar) que contenham pelo menos 85 %, em peso, de algodão, não acondicionados para venda a retalho."
52051,"- Fios simples, de fibras não penteadas:"
52052,"- Fios simples, de fibras penteadas:"
52053,"- Fios retorcidos ou retorcidos múltiplos, de fibras não penteadas:"
52054,"- Fios retorcidos ou retorcidos múltiplos, de fibras penteadas:"
5206,"Fios de algodão (exceto linhas para costurar) que contenham menos de 85 %, em peso, de algodão, não acondicionados para venda a retalho."
52061,"- Fios simples, de fibras não penteadas:"
52062,"- Fios simples, de fibras penteadas:"
52063,"- Fios retorcidos ou retorcidos múltiplos, de fibras não penteadas:"
52064,"- Fios retorcidos ou retorcidos múltiplos, de fibras penteadas:"
5207,Fios de algodão (exceto linhas para costurar) acondicionados para venda a retalho.
5208,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso não superior a 200 g/m2."
52081,- Crus:
52082,- Branqueados:
52083,- Tintos:
52084,- De fios de diversas cores:
52085,- Estampados:
5209,"Tecidos de algodão que contenham pelo menos 85 %, em peso, de algodão, com peso superior a 200 g/m2."
52091,- Crus:
52092,- Branqueados:
52093,- Tintos:
52094,- De fios de diversas cores:
52095,- Estampados:
5210,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso não superior a 200 g/m2."
52101,- Crus:
52102,- Branqueados:
52103,- Tintos:
52104,- De fios de diversas cores:
52105,- Estampados:
5211,"Tecidos de algodão que contenham menos de 85 %, em peso, de algodão, combinados, principal ou unicamente, com fibras sintéticas ou artificiais, com peso superior a 200 g/m2."
52111,- Crus:
52113,- Tintos:
52114,- De fios de diversas cores:
52115,- Estampados:
5212,Outros tecidos de algodão.
52121,- Com peso não superior a 200 g/m2:
52122,- Com peso superior a 200 g/m2:
53,Outras fibras têxteis vegetais; fios de papel e tecidos de fios de papel
5301,"Linho em bruto ou trabalhado, mas não fiado; estopas e desperdícios de linho (incluindo os desperdícios de fios e os fiapos)."
53012,"- Linho quebrado, espadelado, penteado ou trabalhado de outra forma, mas não fiado:"
5302,"Cânhamo (Cannabis sativa l.), em bruto ou trabalhado, mas não fiado; estopas e desperdícios de cânhamo (incluindo os desperdícios de fios eos fiapos)."
5303,"Juta e outras fibras têxteis liberianas (exceto linho, cânhamo e rami), em bruto ou trabalhadas, mas não fiadas; estopas e desperdícios destas fibras (incluindo os desperdícios de fios e os fiapos)."
5306,Fios de linho.
5307,Fios de juta ou de outras fibras têxteis liberianas da posição 53.03.
5308,Fios de outras fibras têxteis vegetais; fios de papel.
5309,Tecidos de linho.
53091,"- Que contenham pelo menos 85 %, em peso, de linho:"
53092,"- Que contenham menos de 85 %, em peso, de linho:"
5310,Tecidos de juta ou de outras fibras têxteis liberianas da posição 53.03.
54,Filamentos sintéticos ou artificiais; lâminas e formas semelhantes dematérias têxteis sintéticas ou artificiais
5401,"Linhas para costurar de filamentos sintéticos ou artificiais, mesmo acondicionadas para venda a retalho."
5402,"Fios de filamentos sintéticos (exceto linhas para costurar), não acondicionados para venda a retalho, incluindo os monofilamentos sintéticos de título inferior a 67 decitex."
54021,"- Fios de alta tenacidade, de náilon ou de outras poliamidas:"
54023,- Fios texturizados:
54024,"- Outros fios, simples, sem torção ou com torção não superior a 50 voltas por metro:"
54025,"- Outros fios, simples, com torção superior a 50 voltas por metro:"
54026,"- Outros fios, retorcidos ou retorcidos múltiplos:"
5403,"Fios de filamentos artificiais (exceto linhas para costurar), não acondicionados para venda a retalho, incluindo os monofilamentos artificiais de título inferior a 67 decitex."
54033,"- Outros fios, simples:"
54034,"- Outros fios, retorcidos ou retorcidos múltiplos:"
5404,"Monofilamentos sintéticos, de título superior ou igual a 67 decitex ecuja maior dimensão da seção transversal não seja superior a 1 mm; lâminas e formas semelhantes (palha artificial, por exemplo) de matériastêxteis sintéticas, cuja largura aparente não"
54041,- Monofilamentos:
5407,"Tecidos de fios de filamentos sintéticos, incluindo os tecidos obtidos a partir dos produtos da posição 54.04."
54074,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de náilon ou de outras poliamidas:"
54075,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéster texturizados:"
54076,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos de poliéster:"
54077,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos sintéticos:"
54078,"- Outros tecidos, que contenham menos de 85 %, em peso, de filamentossintéticos, combinados, principal ou unicamente, com algodão:"
54079,- Outros tecidos:
5408,"Tecidos de fios de filamentos artificiais, incluindo os tecidos obtidos a partir dos produtos da posição 54.05."
54082,"- Outros tecidos, que contenham pelo menos 85 %, em peso, de filamentos ou de lâminas ou formas semelhantes, artificiais:"
54083,- Outros tecidos:
55,"Fibras sintéticas ou artificiais, descontínuas"
5501,Cabos de filamentos sintéticos.
5503,"Fibras sintéticas descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação."
55031,- De náilon ou de outras poliamidas:
5504,"Fibras artificiais descontínuas, não cardadas, não penteadas nem transformadas de outro modo para fiação."
